Number,Station,Catchment,Zone,Time stamp (Sampling),Electrical Conductivity @25 C / WCK - Determination of Conductivity in Water [µS/cm],Nitrogen - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Nitrate + nitrite as N (NOx) / WCK - Determination of Oxidised Nitrogen Nitrate & Nitrite in Water [mg/L],Phosphorus - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Phosphorus - reactive (orthophosphate) - dissolved / WCK - Determination of Reactive Phosphorus [mg/L],Solids - total suspended @ 105 C / WCK - Total Suspended Solids at 105°C [mg/L],Turbidity / Field - Determination of turbidity by nephelometry using HACH turbidimeter [NTU],Oxygen - dissolved saturation / Field - Water quality sonde [% sat],pH / Field - Water quality sonde [---]
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,3/6/2017 15:14,231,0.348,0.04,0.063,0.023,10,15.8,95.7,8.1
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,4/4/2017 9:28,127,0.227,0.01,0.04,0.026,10,4.3,94,7.6
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,5/9/2017 11:17,179,0.138,0.03,0.032,0.022,10,2.2,94.1,8.7
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,5/9/2017 11:17,,,,,,,,,
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,7/3/2017 16:21,180,0.13,0.01,0.031,0.014,10,2.3,98.6,8.4
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,8/8/2017 15:43,,,,,,,5.1,98.8,8.3
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,9/14/2017 9:45,210,0.25,0.03,0.033,0.018,10,2.6,83.1,6.2
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,10/18/2017 9:16,210,0.2,0.01,0.039,0.016,10,3,77.1,7.7
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,11/14/2017 13:51,250,0.26,0.03,0.055,0.012,10,2.7,89.5,7.7
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,12/13/2017 7:45,230,0.44,0.04,0.077,0.032,15,7,55.7,7.7
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,1/16/2018 8:51,290,0.39,0.02,0.093,0.032,15,12.5,57.9,7.6
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2/13/2018 9:46,280,0.34,0.01,0.1,0.02,10,10.2,38.9,7.4
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,3/12/2018 15:09,230,0.3,0.01,0.057,0.018,10,4.2,92.1,7.7
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,4/10/2018 15:57,180,0.2,0.02,0.05,0.03,10,3.1,98.4,7.9
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,5/14/2018 14:17,,0.5,,0.1,0.03,5,57.7,91.4,7.95
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,6/12/2018 15:42,,0.1,0.02,0.04,0.01,5,6.79,92.4,7.76
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,7/17/2018 15:28,,0.1,0.02,0.02,0.01,5,3.96,96.2,7.86
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,8/13/2018 15:39,,0.2,0.01,0.02,0.01,7,5.22,100.7,8.22
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,9/10/2018 14:48,,0.3,0.01,0.03,0.02,8,7.04,111,8.67
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,9/10/2018 15:11,,0.3,0.01,0.04,0.01,12,11.7,107.8,8.44
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,11/13/2018 14:47,,0.4,0.01,0.04,0.01,7,4.63,104.2,8.14
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,12/3/2018 15:06,,0.4,0.01,0.05,0.01,39,13.2,101.01,8.16
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,1/15/2019 2:55,,2,0.47,0.4,0.11,88,320,53.5,7.27
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2/11/2019 3:57,,1,0.01,0.12,0.01,30,38.7,119.5,7.49
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,3/11/2019 3:18,,2.1,0.37,0.4,0.17,56,96.1,55.8,7.21
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,4/16/2019 2:10,,0.6,0.05,0.15,0.05,9,11.6,101.6,7.73
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,5/7/2019 1:56,,0.8,0.2,0.15,0.06,16,20.2,85,7.94
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,6/4/2019 2:45,,0.4,0.1,0.08,0.02,8,13,80,7.96
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,7/9/2019 2:41,119,0.4,0.06,0.08,0.03,16,23,90.6,7.93
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,8/12/2019 2:34,146.6,0.2,0.04,0.06,0.02,6,8.5,99.6,7.87
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,9/9/2019 2:16,172.1,0.4,0.07,0.04,0.03,15,8.83,91.8,8.22
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,10/10/2019 2:10,167.6,0.3,0.06,0.09,0.05,5,8.01,77.4,8.04
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,11/20/2019 13:52,348.5,0.2,0.01,0.08,0.01,12,13.4,56.5,7.28
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,12/17/2019 15:25,418,1.3,0.01,0.3,0.01,53,35.6,123.9,7.7
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,1/16/2020 13:59,633,4.4,0.01,0.56,0.06,86,147,50.2,7.35
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2/19/2020 8:13,244,4.9,1.94,0.78,0.1,256,398,66.7,
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,3/18/2020 8:19,191.9,0.6,0.21,0.17,0.06,31,40.1,89.3,
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,4/16/2020 14:05,234.6,0.3,0.08,0.09,0.06,15,15.1,94.1,8.05
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,5/14/2020 13:52,234.4,0.7,0.03,0.12,0.02,12,10.5,98.7,8.1
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,6/18/2020 13:43,157.2,,,,,,12.6,100.3,8.27
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,7/20/2020 14:34,117.1,0.3,0.13,0.03,0.01,14,10,97.1,8.35
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,8/20/2020 14:22,177.6,0.5,0.27,0.06,0.01,5,3.8,97.8,8.15
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,9/17/2020 14:11,212.6,0.2,0.01,0.04,0.01,5,3.5,107.1,8.74
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,10/15/2020 13:07,286.2,0.4,0.11,0.08,0.05,20,13.6,96,6.64
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,11/17/2020 13:49,185.9,0.2,0.01,0.02,0.04,10,4.1,111.1,8.57
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,12/21/2020 13:44,139.5,0.5,0.08,0.07,0.01,20,15.3,91.1,7.85
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,1/21/2021 12:53,168.9,0.2,0.01,0.11,0.03,8,3.9,104.4,7.48
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2/18/2021 12:58,125.1,0.2,0.07,0.03,0.03,7,8.84,96.9,7.39
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,3/29/2021 13:37,134.2,0.4,0.15,0.04,0.03,10,6.66,92.8,8.1
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,4/26/2021 14:38,217,0.1,0.02,0.02,0.02,5,2.7,99.6,7.75
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,5/20/2021 13:45,248.1,0.2,0.03,0.03,0.02,5,2.2,99.3,7.83
210005,HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,6/22/2021 13:28,153.3,0.5,0.24,0.06,0.03,9,17,94,8.03
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,11/16/2016 10:04,953,0.649,0.01,0.147,0.013,30,28.2,107,8.3
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,12/13/2016 11:11,1049,0.8,0.02,0.12,0.035,25,36.7,112,8.2
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,1/4/2017 7:16,1015,0.57,0.01,0.1,0.007,26,31.9,87.8,8.2
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2/1/2017 11:51,1075,0.51,0.03,0.082,0.026,25,38.5,105,8
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,3/7/2017 7:38,736,0.865,0.19,0.091,0.016,34,29.7,87.3,8
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,4/3/2017 17:23,544,2.425,1.2,0.333,0.147,155,246,81,7.8
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,5/9/2017 16:41,697,0.448,0.14,0.051,0.031,10,18.8,100,8.5
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,7/4/2017 10:09,796,0.442,0.18,0.024,0.006,10,8.8,99.2,8.5
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,8/9/2017 9:39,1151,,,,,,7.1,102,8.4
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,9/12/2017 13:31,951,0.45,0.03,0.028,0.012,10,8.3,124,7.6
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,10/16/2017 11:56,806,0.69,0.01,0.12,0.006,34,47.9,117,8.3
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,11/16/2017 8:57,939,0.46,0.03,0.062,0.005,24,30.3,102,8.2
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,12/13/2017 13:53,781,0.62,0.01,0.089,0.005,40,30.7,122,8.3
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,1/16/2018 13:52,997,0.51,0.01,0.084,0.012,25,33.4,113,8.3
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2/13/2018 16:35,767,0.41,0.01,0.093,0.01,35,39.4,103,8.2
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,3/13/2018 12:53,720,0.44,0.01,0.065,0.008,21,20.7,104,8.1
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,4/11/2018 14:28,871,0.43,0.02,0.062,0.01,18,20.4,110,8.1
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,5/14/2018 9:08,791,0.3,,0.02,0.01,12,14,91,7.97
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,6/13/2018 12:39,619,0.4,0.19,0.02,0.01,8,8.63,98.2,8.17
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,7/18/2018 13:28,705,0.2,,0.01,0.01,6,3.38,114.9,8.4
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,8/13/2018 8:55,691,0.2,0.02,0.02,0.01,5,4.77,89.6,8.13
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,9/11/2018 13:47,665,0.8,0.04,0.06,0.01,13,12.4,156.8,8.88
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,10/9/2018 7:46,1042,0.4,0.12,0.03,0.01,15,13.8,87,7.77
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,11/14/2018 11:18,958,0.6,0.01,0.08,0.01,29,30.1,91.2,7.94
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,12/3/2018 8:14,638,0.6,0.01,0.08,0.01,24,32,85.5,8
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,1/16/2019 12:14,515,0.5,0.01,0.1,0.01,38,30.8,109,8.13
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2/11/2019 8:16,820,0.5,0.01,0.1,0.02,25,28.2,85.9,8.06
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,3/11/2019 8:48,693,0.2,0.01,0.04,0.01,45,29.4,86.4,7.94
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,4/16/2019 8:42,806,1.6,0.93,0.15,0.06,82,105,86.7,7.96
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,5/7/2019 8:31,877,0.8,0.15,0.13,0.02,54,69.5,90.5,8.18
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,6/4/2019 9:10,771,0.4,0.01,0.07,0.01,22,25.6,88.9,7.82
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,7/9/2019 9:00,840,0.6,0.25,0.04,0.01,21,20,96.9,7.78
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,8/12/2019 9:23,810,0.4,0.01,0.05,0.01,9,12,97.1,8.12
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,9/9/2019 8:58,652,0.9,0.27,0.03,0.01,30,22.7,100.4,8.12
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,10/10/2019 8:49,903,0.7,0.17,0.08,0.01,38,42,94.6,7.85
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,11/20/2019 8:16,638,0.9,0.01,0.12,0.01,50,60,89.9,8.01
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,12/17/2019 8:25,493,0.6,0.01,0.12,0.01,66,65.6,91.2,8.1
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,1/16/2020 7:35,514,0.6,0.01,0.1,0.01,40,51.2,58,8.02
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2/19/2020 15:12,244,3.2,0.67,0.47,0.05,394,550,62,
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,3/19/2020 10:48,778,1.4,0.26,0.26,0.03,108,127,96.2,
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,4/16/2020 8:09,324.1,1.9,0.92,0.41,0.07,358,611,84.1,7.61
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,5/14/2020 8:45,891,0.6,0.14,0.09,0.01,25,22.5,90.8,7.95
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,6/18/2020 8:50,706,,,,,,38.3,91.6,7.96
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,7/20/2020 9:06,877,0.6,0.2,0.05,0.01,24,25,93.3,8.22
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,8/20/2020 9:05,440.2,1.1,0.48,0.17,0.02,44,60,90.1,7.33
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,9/17/2020 8:45,784,0.6,0.09,0.06,0.01,15,16.8,95,8.13
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,10/15/2020 7:44,989,0.5,0.01,0.09,0.01,36,31,87.6,7.75
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,11/17/2020 8:15,561,0.7,0.01,0.17,0.03,69,45.9,88.2,8
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,12/21/2020 8:08,81.1,0.6,0.01,0.1,0.01,34,25.2,80.7,6.85
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,1/21/2021 7:40,589,0.7,0.01,0.19,0.04,57,54.9,86.9,7.21
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2/18/2021 7:51,656,0.5,0.01,0.1,0.02,51,39.3,87.1,7.5
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,3/29/2021 8:19,203.7,1.2,0.28,0.22,0.08,39,48,65.5,7.18
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,4/26/2021 9:10,733,0.9,0.46,0.06,0.02,8,22.3,89.7,7.17
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,5/20/2021 8:35,856,0.6,0.28,0.05,0.02,10,11.1,93.3,7.65
210009,HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,6/22/2021 8:29,672,0.8,0.11,0.12,0.07,24,22.7,92.6,8.07
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,10/6/2016 14:42,570,0.43,0.04,0.085,0.044,13,13.1,101,8.2
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,11/17/2016 7:41,803,0.465,0.01,0.12,0.055,24,29.7,95.3,8.4
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,12/13/2016 17:16,986,0.32,0.02,0.092,0.019,10,8.6,96.2,8.3
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,1/3/2017 12:26,1036,0.31,0.02,0.076,0.016,10,9.1,113,8.3
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,1/31/2017 14:20,1080,0.304,0.02,0.069,0.052,10,6.4,144,8.5
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,3/6/2017 12:04,1105,0.327,0.03,0.038,0.009,10,4.2,166,8.5
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,4/3/2017 12:26,700,1.923,1,0.424,0.163,269,151,85.5,8
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,5/9/2017 7:25,860,0.22,0.04,0.075,0.04,10,4.4,89.5,8.5
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,7/3/2017 13:59,1014,0.166,0.02,0.062,0.021,10,2.1,97.8,9
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,8/8/2017 12:52,1064,,,,,,5.5,105,8.4
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,9/14/2017 12:14,1121,0.51,0.02,0.061,0.059,10,1.9,109,6.9
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,10/18/2017 11:19,1187,0.14,0.01,0.059,0.053,10,3.2,113,8.4
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,11/14/2017 10:35,1297,0.13,0.02,0.062,0.016,10,4.6,115,8.2
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,12/13/2017 10:12,1190,0.35,0.01,0.1,0.023,20,10.9,104,8.3
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,1/16/2018 10:46,1805,0.17,0.02,0.064,0.031,10,1.3,93.8,7.8
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2/13/2018 12:56,1565,0.23,0.01,0.15,0.029,10,4.5,108,7.8
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,8/13/2018 12:05,1396,0.1,0.01,0.02,0.02,5,0.57,107.3,8.23
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,9/10/2018 12:03,1329,0.2,0.01,0.03,0.02,5,2.91,107.5,8.23
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,10/9/2018 11:12,1479,0.1,0.02,0.03,0.02,5,1.04,116.6,7.99
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,11/14/2018 8:09,2021,0.1,0.01,0.04,0.03,6,1.32,76.4,7.77
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,1/16/2019 8:22,926,0.9,0.01,0.16,0.03,24,45.5,81.5,8.07
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2/11/2019 12:19,1403,0.4,0.01,0.16,0.04,11,18.3,127.1,8.11
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,4/16/2019 11:15,1087,0.6,0.04,0.1,0.03,26,27.1,108.5,8.24
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,5/7/2019 11:27,1169,0.4,0.08,0.11,0.05,24,27.1,91.4,8.02
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,6/4/2019 12:00,1256,0.2,0.02,0.07,0.02,17,21.4,90.3,8.06
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,7/9/2019 11:55,1259,0.2,0.01,0.08,0.04,17,23.1,92.6,7.99
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,8/12/2019 12:29,1336,0.2,0.01,0.04,0.04,6,10.5,100.3,8.18
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,9/9/2019 12:10,1367,0.2,0.01,0.05,0.03,22,13,95.7,8.23
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,10/10/2019 12:05,1907,0.1,0.01,0.09,0.01,5,4,127.9,8.08
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,11/20/2019 11:04,3485,1.4,0.01,0.4,0.01,280,325,61,7.91
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,12/17/2019 11:30,3798,0.5,0.01,0.07,0.01,50,18.7,129,8.27
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,1/16/2020 10:21,3300,2,0.01,0.24,0.01,46,35,120.5,8.17
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2/19/2020 12:21,224,17.9,2.3,8.65,0.14,5120,,77.5,
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,3/19/2020 8:12,836,0.8,0.13,0.21,0.04,53,68.1,80.7,
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,4/16/2020 10:52,489.9,1.6,0.83,0.2,0.08,78,98,89.5,7.93
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,5/14/2020 11:45,760,0.4,0.05,0.1,0.04,20,16.4,96,8.13
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,6/18/2020 11:33,846,,,,,,21.7,96.2,8.18
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,7/20/2020 11:53,753,0.3,0.01,0.07,0.02,26,22.8,99.3,8.27
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,8/20/2020 11:43,544,0.7,0.3,0.09,0.03,24,28,95.3,8.2
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,9/17/2020 11:27,733,0.2,0.01,0.07,0.04,18,17.5,104.2,8.46
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,10/15/2020 10:26,844,0.2,0.01,0.09,0.06,22,18.8,99.9,7.95
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,11/17/2020 10:59,573,0.7,0.06,0.18,0.05,71,57.5,95.4,8.12
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,12/21/2020 10:47,419.1,1.1,0.16,0.18,0.01,127,144,88.1,7.95
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,1/21/2021 10:15,649,0.4,0.01,0.14,0.06,35,27.8,95.8,8.06
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2/18/2021 10:22,788,0.4,0.01,0.12,0.07,34,28.6,96.5,8.11
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,3/29/2021 10:56,407.5,1,0.34,0.23,0.05,62,82.6,87.5,7.85
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,4/26/2021 12:00,745,0.2,0.03,0.06,0.05,5,4.8,103.7,7.58
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,5/20/2021 11:17,824,0.2,0.04,0.06,0.05,5,3.5,100.4,7.55
210031,GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,6/22/2021 10:54,719,0.5,0.17,0.11,0.08,12,13.3,69,8.36
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,10/6/2016 13:12,594,0.63,0.28,0.13,0.058,32,22.9,97.7,8.2
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,11/16/2016 13:46,738,0.53,0.07,0.153,0.059,,28.6,112,8.4
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,12/13/2016 15:45,1096,0.44,0.02,0.088,0.053,18,24.5,104,8.2
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,1/3/2017 10:49,997,0.57,0.01,0.11,0.01,41,41.5,89.1,8.1
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2/1/2017 9:33,930,0.487,0.04,0.086,0.035,17,23,72.2,8.1
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,3/6/2017 10:26,694,0.506,0.13,0.071,0.024,24,19.7,80.4,7.9
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,4/6/2017 9:58,752,0.975,0.58,0.287,0.103,70,90.5,87.7,8.1
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,5/8/2017 15:29,698,0.434,0.16,0.07,0.015,23,30.6,91.9,8.1
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,7/3/2017 12:41,675,0.186,0.05,0.032,0.005,10,8.5,93.6,8.2
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,8/8/2017 11:38,1210,,,,,,11.7,96.1,8.3
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,9/12/2017 15:45,1103,0.2,0.01,0.01,0.012,20,16.7,112,7.7
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,10/16/2017 14:07,896,0.34,0.01,0.058,0.005,31,20.5,98.4,8.2
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,11/16/2017 7:15,1050,0.4,0.01,0.074,0.005,32,23.1,79.1,8.1
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,12/13/2017 11:46,559,0.45,0.01,0.075,0.005,30,24.4,98.1,8.2
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,1/16/2018 12:10,806,0.41,0.01,0.073,0.009,25,23.6,94.3,8.2
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2/13/2018 13:52,835,0.29,0.01,0.071,0.005,26,22.6,95.6,8.2
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,3/13/2018 10:59,505,0.32,0.02,0.058,0.011,22,21.6,84.1,8
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,4/11/2018 10:35,424,0.28,0.03,0.05,0.01,13,16.2,83.8,8
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,6/13/2018 10:35,384.7,0.1,0.03,0.03,0.01,5,4.05,83.8,8.03
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,7/18/2018 11:23,436.5,0.1,,0.01,0.01,5,2.4,94.4,8.13
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,8/13/2018 10:35,703,0.2,0.01,0.02,0.01,7,3.12,92,8.22
21010092,HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,9/10/2018 11:14,498.9,0.3,0.01,0.03,0.01,11,9.52,92,8.09
